media,date,url,content,word_count,klasifikasi
Detik Finance,12/3/2015 13:32,http://finance.detik.com/read/2015/12/03/132108/3086898/4/bkpm-jamin-urus-investasi-3-jam-investor-bisa-dapat-8-izin," Jakarta -Badan Koordinasi Penanaman Modal (BKPM) mulai 1 Desember 2015 telah meningkatkan layanan penerbitan izin 3 jam. Layanan izin 'kilat' ini awalnya hanya menerbitkan 3 izin plus 1, kini totalnya sudah mencapai 8 izin plus 1. BKPM menjamin bahwa layanan izin investasi 3 jam tidak akan molor lebih dari 3 jam meski ada tambahan izin.? BKPM telah menyusun alur baru supaya 8 izin plus Surat Booking Tanah bisa selesai dalam 3 jam. Kini, layanan izin investasi 3 jam dibagi menjadi 4 tahap, setiap tahap lamanya 45 menit. Tahap pertama adalah tahap persiapan. Investor datang ke BKPM mengambil nomor antrean, kemudian melakukan konsultasi dengan Direktur Pelayanan BKPM terkait rencana investasinya sekaligus menyerahkan data dan dokumen yang dibutuhkan. Kemudian mulai di tahap kedua dan seterusnya, investor cukup duduk santai di ruang tunggu. Pendamping investor (Priority Investment Officer) yang akan mengurus semua perizinan di Pelayanan Terpadu Satu Pintu (PTSP) BKPM. Pada tahap ini ada 3 izin yang dirampungkan, yaitu Izin Investasi, Akta Perusahaan, dan NPWP. Surat Booking Tanah juga diselesaikan di tahap kedua. Setelah itu, di tahap ketiga TDP, RPTKA, dan IMTA diproses dalam 45 menit.? Lalu terakhir di tahap 4 APIP dan NIK diproses. Selama pendamping mengurus izin, investor bisa bersantai menonton TV, membaca koran, atau menikmati kopi di ruang tunggu. Lestari menyatakan bahwa pihaknya telah melakukan perhitungan matang dengan alur yang tepat sehingga 8 izin plus 1 Surat Booking Tanah bisa diserahkan kepada investor sebelum 3 jam.? Layanan izin investasi 3 jam ini akan terus disempurnakan untuk memberikan kemudahan bagi para investor yang mau menanamkan uangnya di Indonesia.? Kini, dalam waktu kurang lebih 1 bulan setelah diluncurkan pada 26 Oktober 2015 lalu, layanan izin investasi 3 jam di BKPM telah dijajal oleh 4 investor, 3 diantaranya adalah investor asing. Investor asing yang telah menggunakan layanan izin 3 jam ini berasal dari China, Amerika Serikat, dan Arab Saudi. Selain itu, lebih dari 15 calon investor sudah melakukan konsultasi untuk menggunakan layanan ini. Dengan adanya layanan izin investasi 3 jam ini, Franky optimistis Indonesia semakin siap untuk bersaing dengan Negara Anggota ASEAN lainnya dalam menarik arus investasi global. Mulai 1 Desember 2015 kemarin, layanan izin investasi 3 jam diperluas menjadi 8 izin plus Surat Booking Tanah (8+1). ?Lima layanan baru izin 3 jam adalah Tanda Daftar Perusahaan (TDP), Angka Pengenal Importir Produsen (APIP), Nomor Induk Kepabeanan (NIK), Rencana Penggunaan Tenaga Kerja Asing (RPTKA), dan Izin Mempekerjakan Tenaga Kerja Asing (IMTA). ?""Mulai 1 Desember 2015 ?kami menambah produk izin investasi yang dikerjakan dalam waktu 3 jam dengan 5 produk baru, yaitu TDP, APIP, NIK, RPTKA, dan IMTA,"" kata? Kepala BKPM Franky Sibarani. Sebelumnya izin 3 jam di BKPM hanya menerbitkan 3 izin pokok untuk investasi di Indonesia, yaitu izin prinsip investasi, Akta Pendirian Perusahaan, dan Nomor Pokok Wajib Pajak (NPWP), plus dokumen booking tanah dari BPN.","[('izin', 25), ('3', 18), ('jam', 14), ('layan', 13), ('investasi', 12), ('investor', 10), ('bkpm', 9), ('tahap', 9), ('1', 8), ('plus', 6)]",8
Detik Finance,12/3/2015 13:50,http://finance.detik.com/read/2015/12/03/134219/3086927/4/dodol-ukm-ri-bisa-kalah-saing-dengan-produk-negara-tetangga," Jakarta -Masih minimnya standar produk makanan dan minuman sektor UKM di Indonesia jadi salah satu alasan rendahnya daya saing produk lokal seperti produk makanan seperti dodol. Tahun depan Indonesia dihadapkan dengan berlangsungnya Masyarakat Ekonomi ASEAN (MEA). ""Standar yang tak usah terlalu jauh lah kayak standar keamanan, makanan dan minuman di UKM kita nggak siap, baik produk maupun pelaku usahanya. Sudah ada survei dari Badan POM bahwa itu masih sangat sedikit,"" kata Ketua Gabungan Pengusaha Makanan dan Minuman Seluruh Indonesia (Gapmmi) Adhi S. Lukman ditemui di Hotel Bidakara, Jakarta, Kamis (3/12/2015). Menurut Adhi, sertifikasi standar produk mutlak diperlukan, untuk menghadang semakin membanjirnya barang-barang sejenis dari UKM negara tetangga. Pasalnya setelah efektif berlakunya MEA pada 1 Januari 2016, sertifikasi produk akan berlaku juga untuk standar di semua negara ASEAN. ""Standar yang ada saat ini otomatis sudah diadopsi ASEAN setelah harmonisasi. UKM kita nggak tahu standar, otomatis UKM negara lain bisa masuk, UKM kita sebaliknya tak bisa masuk. Kalau pengusaha menengah besar, itu tak masalah, UKM kita sulit,"" jelasnya. Ia mencontohkan produk dodol hampir di semua negara ASEAN produksi dodol, termasuk di Indonesia. ""Kayak Malaysia, Thailand semua jualan dan produksi dodol, bahkan Singapura juga bikin dodol duren segala macam. Mereka sudah standar di negara masing-masing, apalagi marketing mereka bagus, nantinya malah produk luar yang kuasai,"" tambah Adhi. Menurutnya, produk-produk yang memiliki standar sertifikasi otomatis lebih diterima konsumen. Di luar itu, produk UKM lokal pun kalah jauh ketimbang negara tetangga dalam hal kemasan, dan harganya. ""Paling kalah kita dari Thailand, Malaysia nomor 2. Dari segi packaging UKM Thailand luar biasa, apalagi kemasan plastik dan kaleng. Dari sisi harga pun menang karena produksinya besar,"" katanya.","[('produk', 10), ('standar', 9), ('ukm', 9), ('negara', 6), ('dodol', 5), ('makan', 4), ('asean', 4), ('indonesia', 4), ('laku', 3), ('produksi', 3)]",3
Detik Finance,12/3/2015 14:07,http://finance.detik.com/read/2015/12/03/134917/3086958/1034/tarif-listrik-naik-11-pln-tak-naikkan-biaya-denda," Jakarta -PT PLN (Persero) telah melakukan penyesuaian tarif tenaga listrik untuk golongan tariff adjustment mulai Desember 2015. Khusus untuk golongan 1.300 volt ampere (VA) dan 2.200 VA tarifnya mengalami kenaikan 11%. Seperti diketahui, tarif listrik golongan rumah tangga daya 1.300 VA dan 2.200 VA naik dari Rp 1.352/kWh menjadi Rp 1.509,38/kWh. PLN masih mengenakan biaya keterlambatan (denda) bila pelanggan terlambat bayar listrik khususnya untuk pelanggan pascabayar. PLN memastikan, biaya denda keterlambatan tidak naik, walaupun tarif listrik naik 11%. Berikut daftar denda keterlambatan yang dikutip dari situs resmi PLN, Kamis (3/12/2015).","[('va', 4), ('listrik', 4), ('lambat', 4), ('1', 4), ('pln', 4), ('tarif', 4), ('golong', 3), ('denda', 3), ('11', 2), ('rp', 2)]",4
Detik Finance,12/3/2015 14:12,http://finance.detik.com/read/2015/12/03/134949/3086965/1036/pengusaha-tekstil-dan-sepatu-curhat-ke-bkpm-ini-isinya," Jakarta -Desk Khusus Investasi Tekstil dan Sepatu (DKI-TS) alias 'posko pencegahan PHK' Badan Koordinasi Penanaman Modal (BKPM) sejak ?2 Oktober lalu telah menangani pengaduan dari 33 perusahaan. 33 perusahaan tersebut terdiri dari 9 industri sepatu, 18 industri tekstil, 6 industri hulu tekstil, dengan nilai realisasi investasi Rp 17,9 triliun dan menyerap 54.772 tenaga kerja.? Dari jumlah tersebut, yang langsung berpotensi PHK sebanyak 24.509 tenaga kerja. Kepala BKPM Franky Sibarani menyatakan bahwa pihaknya terus berupaya mengurai permasalahan yang dialami oleh pelaku usaha di sektor tekstil dan sepatu. Masalah yang paling banyak dikeluhkan adalah tingginya kenaikan upah minimum. Sebanyak 13 dari 33 perusahaan menyampaikan keluhan soal upah. ""Mayoritas mempermasalahkan kenaikan UMK yang berbeda dari formula yang ditetapkan oleh pemerintah dalam PP 78 Tahun 2015. Ada 13 perusahaan yang mengeluhkan UMK,"" ungkap Franky dalam konferensi pers di Kantor BKPM, Jakarta, Kamis (3/12/2015). Tarif listrik menempari urutan kedua paling banyak dikeluhkan setelah upah. Sebanyak 7 perusahaan mengaku bermasalah dengan tingginya biaya listrik. ?Berbagai masalah lain yang disampaikan oleh industri tekstil dan sepatu ke DKI-TS? adalah perizinan, peredaran barang impor ilegal, hingga pajak. ""Sisanya mengalami masalah restitusi PPN, bahan baku impor, modal kerja, perizinan, perpajakan, impor ilegal, maupun kombinasi persmasalahan tersebut,"" papar Franky. Franky mengklaim bahwa DKI-TS telah berhasil mencegah perusahaan-perusahaan itu melakukan PHK. Di Jawa Barat misalnya, ada 3 perusahaan dengan jumlah tenaga kerja 1.458 orang yang telah selesai difasilitasi sehingga tak jadi melakukan PHK. Kemudian ada juga industri pemintalan, pertenunan, pencelupan, penyempurnaan tekstil dan pakaian jadi di Jawa Barat dengan jumlah pekerja 616 orang yang mengemukakan akan melakukan PHK jika tidak mendapat solusi terkait tunggakan listrik mereka. ""Setelah difasilitasi pertemuan dengan PLN, akhirnya perusahaan akan tetap beroperasi tanpa melakukan PHK. Ini selesai per 20 November 2015,"" tuturnya. Sementara perusahaan-perusahaan lainnya masih dalam proses penyelesaian, termasuk 5 perusahaan di Jombang, Jawa Timur, yang kemarin menyampaikan keluhannya. ""Dari keluhan mereka, BKPM akan mengkategorisasi problem yang disampaikan untuk kemudian dikoordinasikan dengan instansi terkait lainnya untuk mengurai persoalan yang dihadapi perusahaan,"" pungkas Franky.","[('usaha', 12), ('tekstil', 6), ('keluh', 6), ('phk', 6), ('industri', 5), ('franky', 5), ('kerja', 5), ('laku', 5), ('sepatu', 4), ('bkpm', 4)]",3
Detik Finance,12/3/2015 14:25,http://finance.detik.com/read/2015/12/03/140808/3086982/4/diminta-kejar-setoran-plt-dirjen-pajak-saya-berusaha-maksimal," Jakarta -Menteri Keuangan Bambang Brodjenogoro meminta target setoran pajak 85% dari total target Rp 1.294 triliun di 2015. Mendapat target ini, Plt Dirjen Pajak, Ken Dwijugiasteadi akan berusaha keras memenuhi tugas itu meskipun tinggal tersisa 1 bulan lagi. ""Jadi istilah genjot, pajak itu nggak hanya ditentukan bulan Desember tapi mulai Januari. Saya akan berusaha dapat maksimal. Pokoknya lebih besar dari bulan sebelumnya,"" kata Ken saat konferensi pers usai acara HUT Anti Korupsi di Kantor Pusat Ditjen Pajak, Jakarta, Kamis (3/12/2015). Namun, Ken tidak bisa menyebut angka pasti realisasi setoran pajak hingga penghujung 2015. Ia juga akan berusaha maksimal untuk mengejar target setoran pajak 2016 yang terus naik.","[('pajak', 6), ('target', 4), ('2015', 3), ('ken', 3), ('setor', 3), ('usaha', 3), ('maksimal', 2), ('1', 2), ('jakarta', 2), ('konferensi', 1)]",8
Detik Finance,12/3/2015 14:36,http://finance.detik.com/read/2015/12/03/142336/3087001/4/carrefour-cuci-gudang-baju-hingga-celana-diskon-70," Jakarta -Transmart Carrefour terus menggelar promo akhir tahun. Kali ini Carrefour mengadakan Clearance Sale! Cuci Gudang Akhir Tahun untuk produk tekstil mulai dari T-shirt, jeans, blouse, hingga pakaian anak. ""Program ini berlaku sampai tanggal 4 sampai 6 Desember 2015, nah produk yang tersedia antara lain adalah aneka pakaian dewasa untuk pria dan wanita, pakaian anak, pakaian dalam, handuk, perlengkapan kamar tidur seperti sprei, bed cover, dan mattress protector, pakaian dalam, sepatu, sandal, pokoknya semua produk tekstil di Transmart Carrefour dan Carrefour didiskon hingga 70%,"" kata Satria Hamid, Corporate Communications GM Transmart Carrefour, dalam keterangannya, Kamis (3/12/2015). Selain itu, bagi penggemar olahraga, Transmart Carrefour juga menyediakan diskon untuk sepatu untuk berolahraga, maupun sepatu dan sandal kasual. Lantaran periode program terbatas, jangan sampai kehabisan, apalagi persediaan terbatas. Selain itu, masih ada lagi tambahan diskon 10% untuk pengguna kartu kredit dari Bank Mega. ""Yang paling jadi highlight di program ini adalah produk fashion, ada T-shirt, jeans, blouse, cardigan, jaket, sampai celana bermuda, pakaian kasual, semuanya kita berikan diskon sampai 70%,"" tutup Satria.","[('carrefour', 6), ('pakai', 6), ('diskon', 4), ('transmart', 4), ('produk', 4), ('sedia', 3), ('program', 3), ('sepatu', 3), ('jeans', 2), ('tshirt', 2)]",6
Detik Finance,12/3/2015 14:52,http://finance.detik.com/read/2015/12/03/144453/3087023/5/bri-raih-penghargaan-bank-of-the-year-2015," Jakarta -PT Bank Rakyat Indonesia Tbk (BRI) kembali meraih penghargaan Bank of The Year 2015 Indonesia dalam ajang Bank of The Year Awards 2015 dari The Banker, majalah khusus perbankan internasional. The Banker merupakan majalah bulanan berbahasa Inggris yang dimiliki oleh The Financial Times Ltd serta membahas masalah-masalah keuangan internasional sejak pertama kali diterbitkan pada Januari 1926 oleh Brendan Bracken (Financial News). Direktur Utama Bank BRI, Asmawi Syam mengatakan, penghargaan Bank of The Year 2015 Indonesia dari The Banker yang penilaiannya dilakukan secara independen oleh The Banker terasa sangat spesial, mengingat The Banker menjadi referensi utama keuangan dan perbankan dunia, dibaca di lebih dari 180 negara dan merupakan sumber utama data dan analisis untuk industri keuangan. ""Kami bangga dengan penghargaan yang diberikan The Banker ini. Penghargaan tersebut menjadi kado bagi Bank BRI dan seluruh pekerja, yang pada tgl 16 Desember nanti merayakan Hari Ulang Tahun (HUT) nya yang ke 120,"" imbuh Asmawi usai menerima langsung penghargaan tersebut di Hotel Hilton, Bankside, London, Rabu (2/12/2015). Menurut Asmawi, penghargaan dari The Banker merupakan bukti nyata kerja keras BRI dalam memberikan layanan dan kinerja keuangan terbaik di Tanah Air. ""Kami berharap penghargaan ini mampu memacu Bank BRI untuk terus meningkatkan kinerja sehingga menjadi lebih baik, tidak hanya di level nasional, namun juga regional untuk menuju The Most Valuable Bank di Indonesia,"" ujar Asmawi. Asmawi menjelaskan, penghargaan The Banker atas BRI tak lepas dari kinerja perseroan. Hingga akhir September 2015, perseroan berhasil membukukan total income atau total pendapatan sebesar Rp 70,5 triliun, tumbuh sebesar 14,9% yoy, dengan laba bersih sebesar Rp 18,3 triliun. Sementara itu berdasarkan laporan keuangan BRI yang telah terpublikasi, total kredit yang sudah disalurkan oleh Bank BRI sepanjang Januari-September tahun 2015 mencapai Rp 519,0 triliun, tumbuh 11,8 persen dibandingkan periode yang sama tahun lalu. Peningkatan kredit tersebut terutama didorong oleh pertumbuhan kredit mikro yang melesat lebih tinggi dibandingkan kredit BRI secara keseluruhan, di mana kredit di segmen mikro mencatat pertumbuhan sebesar 14,7% yoy menjadi Rp 170,2 triliun, dengan jumlah debitur mencapai 7,6 juta nasabah serta tingkat Non Performing Loan (NPL) yang hanya sebesar 1,4% (gross).","[('the', 13), ('bank', 9), ('bri', 9), ('harga', 8), ('banker', 8), ('2015', 6), ('kredit', 5), ('kerja', 5), ('asmawi', 5), ('uang', 5)]",8
Detik Finance,12/3/2015 15:38,http://finance.detik.com/read/2015/12/03/153006/3087088/4/masih-ada-pegawai-pajak-nakal-ini-kata-dirjen-pajak-baru," Jakarta -Plt Dirjen Pajak Kementerian Keuangan (Kemenkeu) yang baru, Ken Dwijugiasteadi tidak menampik masih ada petugas pajak nakal. Oknum petugas 'nakal' tersebut tetap ada meskipun telah ditindak dan dihukum. ""Di Pajak sudah diawasi, para pihak juga mengawasi. Seperti saat Lebaran pagar dikunci, kasih CCTV, ada satpam. Anda bisa jaminan kah nggak ada maling? Kalau bicara oknum, semuanya ada maling,"" kata Ken di Ditjen Pajak, Kemenkeu, Jakarta, Senin (3/11/2015). Meski demikian, Ia tidak tinggal diam. Ken memandang perlunya mengedukasi tentang dampak kecurangan oleh oknum PNS pajak bersama Wajib Pajak (WP). Ini dilakukan sebagai bentuk pencegahan. ""Kalau ditanya, hilangkan korupsi. Semua pihak jelaskan akibat, bukan dengan bilang jangan korupsi terus dihukum. Orang korupsi akibatnya apa? Ibaratnya, nyalain korek di SPBU, apakah anda berani nggak? Karena tahu akibatnya. Terus anda tidak berani nerobos jalan verboden, bukan karena anda ditilang, tapi ada risiko yang didapat,"" tambahnya.","[('pajak', 6), ('oknum', 3), ('akibat', 3), ('korupsi', 3), ('ken', 3), ('hukum', 2), ('awas', 2), ('nggak', 2), ('berani', 2), ('maling', 2)]",8
Detik Finance,12/3/2015 15:45,http://finance.detik.com/read/2015/12/03/153518/3087091/4/selain-pajak-target-setoran-bea-dan-cukai-pun-bakal-meleset," Jakarta -Direktorat Jenderal Bea Cukai Kementerian Keuangan (Kemenkeu) memperkirakan penerimaan bea dan cukai tahun ini mencapai 92% dari target Rp 194,9 triliun. Hingga akhir November, penerimaan bea dan cukai baru mencapai 72%. Kondisi ini memang lebih baik dari target pajak yang diperkirakan hanya terealisasi 80-82% dari target Rp 1.294 triliun di 2015. Dirjen Bea dan Cukai Heru Pambudi mengatakan hingga akhir November, realisasi penerimaan bea dan cukai 71%-72%. Namun Heru yakin realisasi penerimaan cukai di akhir tahun akan membaik, karena salah satunya faktor pilkada serentak yang mendorong konsumsi rokok. ""Di Desember ini akan ada penerimaan besar dari cukai rokok. Cukai rokok akan berkontribusi paling besar di bulan Desember dengan kisaran rata-rata 3 kali lipat dibanding bulan-bulan biasa,"" kata Heru di Kantor BKPM, Kamis (3/12/2015) Selain faktor Pilkada, penerapan Peraturan Menteri Keuangan Nomor 20/PMK.04/2015 tentang Perubahan Ketiga Atas Peraturan Menteri Keuangan Nomor 69/PMK.04/2009 tentang Penundaan Pembayaran Cukai untuk Pengusaha Pabrik atau Importir Barang Kena Cukai yang Melaksanakan Pelunasan dengan Cara Pelekatan Pita Cukai, juga menjadi penentu. ""Pemberlakuan PMK 20, nggak boleh melewati tahun berjalan,"" katanya. Sehingga hal ini mendorong pabrik rokok kecil maupun besar untuk memesan pita cukai di tahun ini dibanding 2016. Sehingga prediksi berdasarkan pemesanan pita cukai, naik 3 kali lipat di akhir tahun. ""Kalau digabungkan, maka prediksi penerimaan bea cukai 92% semoga bisa lebih. Itu kami yakin, karena kan sudah ada pesanan pita cukai. Kalau mereka batal, mereka akan kena denda,"" katanya. Berbeda dengan target cukai, target bea keluar justru tak sebaik penerimaan cukai. ""Target Rp 12,05 triliun. Sampai kemarin baru Rp 3,2 triliun. Artinya kita akan short Rp 8,5 triliun. Ini yang membuat angka kita tahun ini di bawah APBN-P 2015,"" kata Heru. Bea Cukai Kementerian Keuangan menargetkan penerimaan Rp 186,52 triliun di 2016. Ini turun dibandingkan target Anggaran Pendapatan dan Belanja Negara Perubahan (APBN-P) 2015, yang sebesar Rp 194,99 triliun. Sebelumnya Heru pernah mengatakan kondisi ekonomi yang masih melambat dan rendahnya harga komoditas saat ini, membuat realisasi penerimaan Bea Cukai diperkirakan hanya Rp 185,30 triliun (95% dari target).","[('cukai', 19), ('terima', 9), ('target', 9), ('bea', 9), ('rp', 8), ('triliun', 8), ('2015', 5), ('heru', 5), ('rokok', 4), ('menteri', 4)]",8
Detik Finance,12/3/2015 16:20,http://finance.detik.com/read/2015/12/03/160346/3087139/1034/pln-sewa-kapal-listrik-dari-turki," Jakarta -PT PLN (Persero) menyewa Kapal Pembangkit Listrik Tenaga Gas (PLTG) selama 5 tahun dengan kapasitas 120 megawatt (MW). Kapal tersebut bernama Karadeniz Powership Zeynep Sultan yang didatangkan dari Turki. Direktur Utama PLN, Sofyan Basir, mengakui kapal tersebut disewa oleh PLN untuk mengatasi krisis listrik yang terjadi di Sumatera Utara dan Gorontalo. ""Itu (kapal) memang luar biasa, bukan aku yang bikin. Jadi gini sebenarnya kapal power plant ini baru akan datang ke Indonesia. Nantinya kapal ini akan ditempatkan di Amurang, Minahasa Selatan,"" kata Sofyan, ditemui usai mengikuti rapat terbatas, di Istana Negara, Jakarta Pusat, Kamis (31/12/2015). Sofyan mengatakan, hal ini dilakukan karena saat ini listrik di Sulawesi Utara dan Gorontalo sedang kekurangan pasokan listrik. Sampai hari ini masih terjadi pemadaman bergilir di daerah tersebut. ""Sekarang kan masih kekurangan sekali, pemadaman masih terjadi di Sulawesi Utara dan sebagainya. Oleh karena itu, sekarang dibangun PLTU 2 x 50 MW, PLTU ini sedang dibangun baru jadi 2-3 tahun lagi. Untuk menghindari pemadaman itu, kami sewa mesin saja,"" ungkapnya. Berdasarkan keterangan PLN, kapal PLTG Apung ini didatangkan dari Turki dan berbendera Liberia. Kapal ini sudah berada di Indonesia, dan masih dalam proses Customs Clearence (Pemeriksaan Administrasi di Bea Cukai). Diharapkan PLTG Apung ini sudah dapat berada di Amurang, Minahasa Selatan pada Desember 2015 dan setelah proses instalasi dan uji teknis, maka PLTG Apung 120 MW ini bisa beroperasi untuk mensuplai kebutuhan listrik di Sulawesi Utara dan Gorontalo.","[('kapal', 8), ('listrik', 5), ('pltg', 4), ('pln', 4), ('utara', 4), ('madam', 3), ('sofyan', 3), ('gorontalo', 3), ('sewa', 3), ('sulawesi', 3)]",4
Detik Finance,12/3/2015 17:15,http://finance.detik.com/read/2015/12/03/170436/3087240/1034/bos-pertamina-laporkan-proyek-kilang-rp-548-triliun-ke-jokowi," Jakarta -Direktur Utama PT Pertamina (Persero) Dwi Soetjipto dipanggil Presiden Joko Widodo (Jokowi) untuk membahas percepatan pembangunan kilang di Indonesia. Dalam kesempatan tersebut, Dwi sekaligus melaporkan proyek kilang bernilai total US$ 40 miliar atau setara Rp 548 triliun (kurs Rp 13.700). Dwi memaparkan, proyek tersebut berlokasi di Cilacap dengan nilai investasi US$ 5,5 miliar, di Balikpapan senilai US$ 5,5 miliar, Balongan dan Dumai senilai sekitar 4 hingga US$ 4,5 miliar. Sedangkan dua kilang baru tersebut berada di Tubang dan Bontang masing-masing senilai US$ 10 miliar. ""Total kira-kira US$ 35-40 miliar, itu untuk keseluruhan. Bapak Presiden tadi mengharapkan seluruh RDMP yang 4 RDMP dan kemudian 2 kilang baru bisa betul-betul jalan,"" kata Dwi di Kantor Presiden, Jakarta, Kamis (3/12/2015). Untuk keempat RDMP, Dwi menuturkan peningkatan kapasitasnya cukup beragam. Namun secara total di 2025, kapasitas kilang akan mencapai 1,4 juta barel per hari. Sedangkan untuk kedua kilang baru yaitu Tuban dan Bontang, berkapasitas masing-masing 300 ribu barel per hari. ""Nanti begitu semuanya selesai menjadi (kapasitas kilang) di atas 2 juta barel per hari,"" imbuhnya. Dwi menuturkan, banyak invetor yang terlibat menggarap proyek tersebut. Khususnya investor asing, mulai yang berasal dari Arab Saudi, Kuwait, Rusia hingga Jepang. Namun yang sudah menuju kepastian adalah Saudi Aramco untuk proyek di Bontang. ""Sekarang masih dalam proses, kita targetkan Februari sudah bisa dapat,"" tegas Dwi. Presiden Jokowi meminta agar 2019 mendatang sudah ada kilang yang bisa dioperasikan. Dwi memperkirakan dua kilang terbaru memenuhi target dari Presiden tersebut. ""Itu kilang baru yang Tuban, kemudian sama kilang kilang baru yang di Bontang,"" tukasnya.","[('kilang', 12), ('dwi', 8), ('miliar', 6), ('us', 6), ('presiden', 5), ('5', 5), ('4', 4), ('proyek', 4), ('nila', 4), ('bontang', 4)]",2
Detik Finance,12/3/2015 17:38,http://finance.detik.com/read/2015/12/03/172735/3087288/1034/garap-bisnis-pltd-di-timur-tengah-dan-afrika-sewatama-siapkan-rp-15-t," Garap Bisnis PLTD di Timur Tengah dan Afrika, Sewatama Siapkan Rp 1,5 T Hans Henricus BS Aron - detikfinance Kamis, 03/12/2015 17:38 WIB Ilustrasi (Foto: dok. detikFinance) Jakarta -PT Sumberdaya Sewatama (SSMM) menggandeng National Gulf Investment (NGI Group) dan FO Trading, memasok kebutuhan listrik cepat dan sementara di kawasan Timur Tengah dan Afrika, menggunakan pembangkit listrik tenaga diesel atau PLTD. CEO National Gulf Investment, Nasser Ali Yaslam mengatakan, kebutuhan listrik cepat dan sementara untuk pemekaran dan pengadaan berbagai kawasan industri dan perumahan baru di Saudi Arabia, negara-negara Uni Arab Emirate (UAE) dan juga di Afrika mencapai 1.200 MW. NGI Group sebagai pemain di bidang konstruksi yang sudah menggeluti industri selama lebih dari 20 tahun di kawasan Timur Tengah, memerlukan dukungan kelistrikan untuk dapat memenuhi berbagai pembangunan proyek infrastruktur di UAE dan Afrika. Nasser yakin kerja sama ini dapat berkelanjutan dengan baik dikarenakan adanya kesepahaman, kesamaan dan profesionalisme antara kedua belah pihak dan antar negara yang sudah terjalin terlebih dahulu. ""Kami bersyukur akhirnya hari ini kesepakatan ditandatangani bersama. Sewatama sudah berkecimpung di bidang ini selama 23 tahun dan kami yakin bahwa kerja sama ini akan berjalan baik dan panjang,” ujarnya setelah penandatanganan Head of Agreement, yang dilakukan oleh tiga perusahaan antar negara ini seperti dikutip dari siaran pers, Kamis (3/12/2015). Sementara itu, CEO FO Trading Othman El Boukshimi mengatakan, siap berkolaborasi dalam kerja sama ini untuk memastikan mesin-mesin pembangkit listrik diesel ini digunakan untuk membantu kebutuhan listrik di kawasan itu. Sedangkan bagi Sewatama, kerja sama ini merupakan upaya Perseroan memperluas cakupan lini bisnis agar bisa terus tumbuh terutama di lini bisnis temporary power. ""Hal ini sesuai dengan strategi Perseroan untuk memperbesar dan mempertahankan bisnis temporary power. Sebelumnya kami sudah masuk pasar temporary power di Thailand,” ujar Direktur Utama Sumberdaya Sewatama, Elan B. Fuadi. Menurut Globaldata, lembaga konsultasi riset internasional, pasar rental temporary power di kawasan Timur Tengah dan Afrika terus meningkat. Di Arab Saudi, tahun 2016 kebutuhannya mencapai 1.200 MW, meningkat dari tahun 2015 yang mencapai 1.000 MW. Dari angka itu, sebesar 98%-nya menggunakan mesin berbahan bakar diesel. Hal ini terjadi lantaran negara-negara Timur Tengah seperti Arab Saudi merupakan negara produsen minyak terbesar di dunia. ""Dalam tiga tahun mendatang, kami menargetkan bisa meraih sekitar 40% dari kebutuhan market atau sekitar 300 MW,"" kata Elan. Dalam kerja sama ini, Sewatama mengalokasikan modal keseluruhan yang mencapai US$ 120 juta (Rp 1,56 triliun) dalam tiga tahun ke depan. Modal itu berupa mesin-mesin 'Reciprocating Diesel engine' yang akan dikirimkan secara bertahap dalam tiga tahun. ""Mesin-mesin itu sudah disesuaikan dengan spesifikasi di Timur Tengah. Misalnya soal kemampuan mesin menghadapi suhu di kawasan itu yang bisa mencapai 40 derajat celcius,"" ungkap Elan.","[('listrik', 6), ('kawasan', 6), ('timur', 6), ('sewatama', 6), ('butuh', 5), ('capai', 5), ('afrika', 5), ('kerja', 5), ('mesin', 5), ('negara', 5)]",4
